year,month,station
1990.0,3.0,braemar
1990.0,4.0,braemar
1990.0,5.0,braemar
1990.0,6.0,braemar
1990.0,7.0,braemar
1990.0,8.0,braemar
1990.0,9.0,braemar
1990.0,10.0,braemar
1990.0,11.0,braemar
1990.0,12.0,braemar
1991.0,1.0,braemar
1991.0,2.0,braemar
1991.0,3.0,braemar
1991.0,4.0,braemar
1991.0,5.0,braemar
1991.0,6.0,braemar
1991.0,7.0,braemar
1991.0,8.0,braemar
1991.0,9.0,braemar
1991.0,10.0,braemar
1991.0,11.0,braemar
1991.0,12.0,braemar
1992.0,1.0,braemar
1992.0,2.0,braemar
1992.0,3.0,braemar
1992.0,4.0,braemar
1992.0,5.0,braemar
1992.0,6.0,braemar
1992.0,7.0,braemar
1992.0,8.0,braemar
1992.0,9.0,braemar
1992.0,10.0,braemar
1992.0,11.0,braemar
1992.0,12.0,braemar
1993.0,1.0,braemar
1993.0,2.0,braemar
1993.0,3.0,braemar
1993.0,4.0,braemar
1993.0,5.0,braemar
1993.0,6.0,braemar
1993.0,7.0,braemar
1993.0,8.0,braemar
1993.0,9.0,braemar
1993.0,10.0,braemar
1993.0,11.0,braemar
1993.0,12.0,braemar
1994.0,1.0,braemar
1994.0,2.0,braemar
1994.0,3.0,braemar
1994.0,4.0,braemar
1994.0,5.0,braemar
1994.0,6.0,braemar
1994.0,7.0,braemar
1994.0,8.0,braemar
1994.0,9.0,braemar
1994.0,10.0,braemar
1994.0,11.0,braemar
1994.0,12.0,braemar
1995.0,1.0,braemar
1995.0,2.0,braemar
1995.0,3.0,braemar
1995.0,4.0,braemar
1995.0,5.0,braemar
1995.0,6.0,braemar
1995.0,7.0,braemar
1995.0,8.0,braemar
1995.0,9.0,braemar
1995.0,10.0,braemar
1995.0,11.0,braemar
1995.0,12.0,braemar
1996.0,1.0,braemar
1996.0,2.0,braemar
1996.0,3.0,braemar
1996.0,4.0,braemar
1996.0,5.0,braemar
1996.0,6.0,braemar
1996.0,7.0,braemar
1996.0,8.0,braemar
1996.0,9.0,braemar
1996.0,10.0,braemar
1996.0,11.0,braemar
1996.0,12.0,braemar
1997.0,1.0,braemar
1997.0,2.0,braemar
1997.0,3.0,braemar
1997.0,4.0,braemar
1997.0,5.0,braemar
1997.0,6.0,braemar
1997.0,7.0,braemar
1997.0,8.0,braemar
1997.0,9.0,braemar
1997.0,10.0,braemar
1997.0,11.0,braemar
1997.0,12.0,braemar
1998.0,1.0,braemar
1998.0,2.0,braemar
1998.0,3.0,braemar
1998.0,4.0,braemar
1998.0,5.0,braemar
1998.0,6.0,braemar
1998.0,7.0,braemar
1998.0,8.0,braemar
1998.0,9.0,braemar
1998.0,10.0,braemar
1998.0,11.0,braemar
1998.0,12.0,braemar
1999.0,1.0,braemar
1999.0,2.0,braemar
1999.0,3.0,braemar
1999.0,4.0,braemar
1999.0,5.0,braemar
1999.0,6.0,braemar
1999.0,7.0,braemar
1999.0,8.0,braemar
1999.0,9.0,braemar
1999.0,10.0,braemar
1999.0,11.0,braemar
1999.0,12.0,braemar
2000.0,1.0,braemar
2000.0,2.0,braemar
2000.0,3.0,braemar
2000.0,4.0,braemar
2000.0,5.0,braemar
2000.0,6.0,braemar
2000.0,7.0,braemar
2000.0,8.0,braemar
2000.0,9.0,braemar
2000.0,10.0,braemar
2000.0,11.0,braemar
2000.0,12.0,braemar
2001.0,1.0,braemar
2001.0,2.0,braemar
2001.0,3.0,braemar
2001.0,4.0,braemar
2001.0,5.0,braemar
2001.0,6.0,braemar
2001.0,7.0,braemar
2001.0,8.0,braemar
2001.0,9.0,braemar
2001.0,10.0,braemar
2001.0,11.0,braemar
2001.0,12.0,braemar
2002.0,1.0,braemar
2002.0,2.0,braemar
2002.0,3.0,braemar
2002.0,4.0,braemar
2002.0,5.0,braemar
2002.0,6.0,braemar
2002.0,7.0,braemar
2002.0,8.0,braemar
2002.0,9.0,braemar
2002.0,10.0,braemar
2002.0,11.0,braemar
2002.0,12.0,braemar
2003.0,1.0,braemar
2003.0,2.0,braemar
2003.0,3.0,braemar
2003.0,4.0,braemar
2003.0,5.0,braemar
2003.0,6.0,braemar
2003.0,7.0,braemar
2003.0,8.0,braemar
2003.0,9.0,braemar
2003.0,10.0,braemar
2003.0,11.0,braemar
2003.0,12.0,braemar
2004.0,1.0,braemar
2004.0,2.0,braemar
2004.0,3.0,braemar
2004.0,4.0,braemar
2004.0,5.0,braemar
2004.0,6.0,braemar
2004.0,7.0,braemar
2004.0,8.0,braemar
2004.0,9.0,braemar
2004.0,10.0,braemar
2004.0,11.0,braemar
2004.0,12.0,braemar
2005.0,1.0,braemar
2005.0,2.0,braemar
2005.0,3.0,braemar
2005.0,4.0,braemar
2005.0,5.0,braemar
2005.0,6.0,braemar
2005.0,7.0,braemar
2005.0,8.0,braemar
2005.0,9.0,braemar
2005.0,10.0,braemar
2005.0,11.0,braemar
2005.0,12.0,braemar
2006.0,1.0,braemar
2006.0,2.0,braemar
2006.0,3.0,braemar
2006.0,4.0,braemar
2006.0,5.0,braemar
2006.0,6.0,braemar
2006.0,7.0,braemar
2006.0,8.0,braemar
2006.0,9.0,braemar
2006.0,10.0,braemar
2006.0,11.0,braemar
2006.0,12.0,braemar
2007.0,1.0,braemar
2007.0,2.0,braemar
2007.0,3.0,braemar
2007.0,4.0,braemar
2007.0,5.0,braemar
2007.0,6.0,braemar
2007.0,7.0,braemar
2007.0,8.0,braemar
2007.0,9.0,braemar
2007.0,10.0,braemar
2007.0,11.0,braemar
2007.0,12.0,braemar
2008.0,1.0,braemar
2008.0,2.0,braemar
2008.0,3.0,braemar
2008.0,4.0,braemar
2008.0,5.0,braemar
2008.0,6.0,braemar
2008.0,7.0,braemar
2008.0,8.0,braemar
2008.0,9.0,braemar
2008.0,10.0,braemar
2008.0,11.0,braemar
2008.0,12.0,braemar
2009.0,1.0,braemar
2009.0,2.0,braemar
2009.0,3.0,braemar
2009.0,4.0,braemar
2009.0,5.0,braemar
2009.0,6.0,braemar
2009.0,7.0,braemar
2009.0,8.0,braemar
2009.0,9.0,braemar
2009.0,10.0,braemar
2009.0,11.0,braemar
2009.0,12.0,braemar
2010.0,1.0,braemar
2010.0,2.0,braemar
2010.0,3.0,braemar
2010.0,4.0,braemar
2010.0,5.0,braemar
2010.0,6.0,braemar
2010.0,7.0,braemar
2010.0,8.0,braemar
2010.0,9.0,braemar
2010.0,10.0,braemar
2010.0,11.0,braemar
2010.0,12.0,braemar
2011.0,1.0,braemar
2011.0,2.0,braemar
2011.0,3.0,braemar
2011.0,4.0,braemar
2011.0,5.0,braemar
2011.0,6.0,braemar
2011.0,7.0,braemar
2011.0,8.0,braemar
2011.0,9.0,braemar
2011.0,10.0,braemar
2011.0,11.0,braemar
2011.0,12.0,braemar
2012.0,1.0,braemar
2012.0,2.0,braemar
2012.0,3.0,braemar
2012.0,4.0,braemar
2012.0,5.0,braemar
2012.0,6.0,braemar
2012.0,7.0,braemar
2012.0,8.0,braemar
2012.0,9.0,braemar
2012.0,10.0,braemar
2012.0,11.0,braemar
2012.0,12.0,braemar
2013.0,1.0,braemar
2013.0,2.0,braemar
2013.0,3.0,braemar
2013.0,4.0,braemar
2013.0,5.0,braemar
2013.0,6.0,braemar
2013.0,7.0,braemar
2013.0,8.0,braemar
2013.0,9.0,braemar
2013.0,10.0,braemar
2013.0,11.0,braemar
2013.0,12.0,braemar
2014.0,1.0,braemar
2014.0,2.0,braemar
2014.0,3.0,braemar
2014.0,4.0,braemar
2014.0,5.0,braemar
2014.0,6.0,braemar
2014.0,7.0,braemar
2014.0,8.0,braemar
2014.0,9.0,braemar
2014.0,10.0,braemar
2014.0,11.0,braemar
2014.0,12.0,braemar
2015.0,1.0,braemar
2015.0,2.0,braemar
2015.0,3.0,braemar
2015.0,4.0,braemar
2015.0,5.0,braemar
2015.0,6.0,braemar
2015.0,7.0,braemar
2015.0,8.0,braemar
2015.0,9.0,braemar
2015.0,10.0,braemar
2015.0,11.0,braemar
2015.0,12.0,braemar
2016.0,1.0,braemar
2016.0,2.0,braemar
2016.0,3.0,braemar
2016.0,4.0,braemar
2016.0,5.0,braemar
2016.0,6.0,braemar
2016.0,7.0,braemar
2016.0,8.0,braemar
2016.0,9.0,braemar
2016.0,10.0,braemar
2016.0,11.0,braemar
2016.0,12.0,braemar
2017.0,1.0,braemar
2017.0,2.0,braemar
2017.0,3.0,braemar
2017.0,4.0,braemar
2017.0,5.0,braemar
2017.0,6.0,braemar
2017.0,7.0,braemar
2017.0,8.0,braemar
2017.0,9.0,braemar
2017.0,10.0,braemar
2017.0,11.0,braemar
2017.0,12.0,braemar
2018.0,1.0,braemar
2018.0,2.0,braemar
2018.0,3.0,braemar
2018.0,4.0,braemar
2018.0,5.0,braemar
2018.0,6.0,braemar
2018.0,7.0,braemar
2018.0,8.0,braemar
2018.0,9.0,braemar
2018.0,10.0,braemar
2018.0,11.0,braemar
2018.0,12.0,braemar
2019.0,1.0,braemar
2019.0,2.0,braemar
2019.0,3.0,braemar
2019.0,4.0,braemar
2019.0,5.0,braemar
2019.0,6.0,braemar
2019.0,7.0,braemar
2019.0,8.0,braemar
2019.0,9.0,braemar
2019.0,10.0,braemar
2019.0,11.0,braemar
2019.0,12.0,braemar
2020.0,1.0,braemar
2020.0,2.0,braemar
2020.0,3.0,braemar
2020.0,4.0,braemar
2020.0,5.0,braemar
2020.0,6.0,braemar
1978.0,9.0,camborne
1978.0,10.0,camborne
1978.0,11.0,camborne
1978.0,12.0,camborne
1979.0,1.0,camborne
1979.0,2.0,camborne
1979.0,3.0,camborne
1979.0,4.0,camborne
1979.0,5.0,camborne
1979.0,6.0,camborne
1979.0,7.0,camborne
1979.0,8.0,camborne
1979.0,9.0,camborne
1979.0,10.0,camborne
1979.0,11.0,camborne
1979.0,12.0,camborne
1980.0,1.0,camborne
1980.0,2.0,camborne
1980.0,3.0,camborne
1980.0,4.0,camborne
1980.0,5.0,camborne
1980.0,6.0,camborne
1980.0,7.0,camborne
1980.0,8.0,camborne
1980.0,9.0,camborne
1980.0,10.0,camborne
1980.0,11.0,camborne
1980.0,12.0,camborne
1981.0,1.0,camborne
1981.0,2.0,camborne
1981.0,3.0,camborne
1981.0,4.0,camborne
1981.0,5.0,camborne
1981.0,6.0,camborne
1981.0,7.0,camborne
1981.0,8.0,camborne
1981.0,9.0,camborne
1981.0,10.0,camborne
1981.0,11.0,camborne
1981.0,12.0,camborne
1982.0,1.0,camborne
1982.0,2.0,camborne
1982.0,3.0,camborne
1982.0,4.0,camborne
1982.0,5.0,camborne
1982.0,6.0,camborne
1982.0,7.0,camborne
1982.0,8.0,camborne
1982.0,9.0,camborne
1982.0,10.0,camborne
1982.0,11.0,camborne
1982.0,12.0,camborne
1983.0,1.0,camborne
1983.0,2.0,camborne
1983.0,3.0,camborne
1983.0,4.0,camborne
1983.0,5.0,camborne
1983.0,6.0,camborne
1983.0,7.0,camborne
1983.0,8.0,camborne
1983.0,9.0,camborne
1983.0,10.0,camborne
1983.0,11.0,camborne
1983.0,12.0,camborne
1984.0,1.0,camborne
1984.0,2.0,camborne
1984.0,3.0,camborne
1984.0,4.0,camborne
1984.0,5.0,camborne
1984.0,6.0,camborne
1984.0,7.0,camborne
1984.0,8.0,camborne
1984.0,9.0,camborne
1984.0,10.0,camborne
1984.0,11.0,camborne
1984.0,12.0,camborne
1985.0,1.0,camborne
1985.0,2.0,camborne
1985.0,3.0,camborne
1985.0,4.0,camborne
1985.0,5.0,camborne
1985.0,6.0,camborne
1985.0,7.0,camborne
1985.0,8.0,camborne
1985.0,9.0,camborne
1985.0,10.0,camborne
1985.0,11.0,camborne
1985.0,12.0,camborne
1986.0,1.0,camborne
1986.0,2.0,camborne
1986.0,3.0,camborne
1986.0,4.0,camborne
1986.0,5.0,camborne
1986.0,6.0,camborne
1986.0,7.0,camborne
1986.0,8.0,camborne
1986.0,9.0,camborne
1986.0,10.0,camborne
1986.0,11.0,camborne
1986.0,12.0,camborne
1987.0,1.0,camborne
1987.0,2.0,camborne
1987.0,3.0,camborne
1987.0,4.0,camborne
1987.0,5.0,camborne
1987.0,6.0,camborne
1987.0,7.0,camborne
1987.0,8.0,camborne
1987.0,9.0,camborne
1987.0,10.0,camborne
1987.0,11.0,camborne
1987.0,12.0,camborne
1988.0,1.0,camborne
1988.0,2.0,camborne
1988.0,3.0,camborne
1988.0,4.0,camborne
1988.0,5.0,camborne
1988.0,6.0,camborne
1988.0,7.0,camborne
1988.0,8.0,camborne
1988.0,9.0,camborne
1988.0,10.0,camborne
1988.0,11.0,camborne
1988.0,12.0,camborne
1989.0,1.0,camborne
1989.0,2.0,camborne
1989.0,3.0,camborne
1989.0,4.0,camborne
1989.0,5.0,camborne
1989.0,6.0,camborne
1989.0,7.0,camborne
1989.0,8.0,camborne
1989.0,9.0,camborne
1989.0,10.0,camborne
1989.0,11.0,camborne
1989.0,12.0,camborne
1990.0,1.0,camborne
1990.0,2.0,camborne
1990.0,3.0,camborne
1990.0,4.0,camborne
1990.0,5.0,camborne
1990.0,6.0,camborne
1990.0,7.0,camborne
1990.0,8.0,camborne
1990.0,9.0,camborne
1990.0,10.0,camborne
1990.0,11.0,camborne
1990.0,12.0,camborne
1991.0,1.0,camborne
1991.0,2.0,camborne
1991.0,3.0,camborne
1991.0,4.0,camborne
1991.0,5.0,camborne
1991.0,6.0,camborne
1991.0,7.0,camborne
1991.0,8.0,camborne
1991.0,9.0,camborne
1991.0,10.0,camborne
1991.0,11.0,camborne
1991.0,12.0,camborne
1992.0,1.0,camborne
1992.0,2.0,camborne
1992.0,3.0,camborne
1992.0,4.0,camborne
1992.0,5.0,camborne
1992.0,6.0,camborne
1992.0,7.0,camborne
1992.0,8.0,camborne
1992.0,9.0,camborne
1992.0,10.0,camborne
1992.0,11.0,camborne
1992.0,12.0,camborne
1993.0,1.0,camborne
1993.0,2.0,camborne
1993.0,3.0,camborne
1993.0,4.0,camborne
1993.0,5.0,camborne
1993.0,6.0,camborne
1993.0,7.0,camborne
1993.0,8.0,camborne
1993.0,9.0,camborne
1993.0,10.0,camborne
1993.0,11.0,camborne
1993.0,12.0,camborne
1994.0,1.0,camborne
1994.0,2.0,camborne
1994.0,3.0,camborne
1994.0,4.0,camborne
1994.0,5.0,camborne
1994.0,6.0,camborne
1994.0,7.0,camborne
1994.0,8.0,camborne
1994.0,9.0,camborne
1994.0,10.0,camborne
1994.0,11.0,camborne
1994.0,12.0,camborne
1995.0,1.0,camborne
1995.0,2.0,camborne
1995.0,3.0,camborne
1995.0,4.0,camborne
1995.0,5.0,camborne
1995.0,6.0,camborne
1995.0,7.0,camborne
1995.0,8.0,camborne
1995.0,9.0,camborne
1995.0,10.0,camborne
1995.0,11.0,camborne
1995.0,12.0,camborne
1996.0,1.0,camborne
1996.0,2.0,camborne
1996.0,3.0,camborne
1996.0,4.0,camborne
1996.0,5.0,camborne
1996.0,6.0,camborne
1996.0,7.0,camborne
1996.0,8.0,camborne
1996.0,9.0,camborne
1996.0,10.0,camborne
1996.0,11.0,camborne
1996.0,12.0,camborne
1997.0,1.0,camborne
1997.0,2.0,camborne
1997.0,3.0,camborne
1997.0,4.0,camborne
1997.0,5.0,camborne
1997.0,6.0,camborne
1997.0,7.0,camborne
1997.0,8.0,camborne
1997.0,9.0,camborne
1997.0,10.0,camborne
1997.0,11.0,camborne
1997.0,12.0,camborne
1998.0,1.0,camborne
1998.0,2.0,camborne
1998.0,3.0,camborne
1998.0,4.0,camborne
1998.0,5.0,camborne
1998.0,6.0,camborne
1998.0,7.0,camborne
1998.0,8.0,camborne
1998.0,9.0,camborne
1998.0,10.0,camborne
1998.0,11.0,camborne
1998.0,12.0,camborne
1999.0,1.0,camborne
1999.0,2.0,camborne
1999.0,3.0,camborne
1999.0,4.0,camborne
1999.0,5.0,camborne
1999.0,6.0,camborne
1999.0,7.0,camborne
1999.0,8.0,camborne
1999.0,9.0,camborne
1999.0,10.0,camborne
1999.0,11.0,camborne
1999.0,12.0,camborne
2000.0,1.0,camborne
2000.0,2.0,camborne
2000.0,3.0,camborne
2000.0,4.0,camborne
2000.0,5.0,camborne
2000.0,6.0,camborne
2000.0,7.0,camborne
2000.0,8.0,camborne
2000.0,9.0,camborne
2000.0,10.0,camborne
2000.0,11.0,camborne
2000.0,12.0,camborne
2001.0,1.0,camborne
2001.0,2.0,camborne
2001.0,3.0,camborne
2001.0,4.0,camborne
2001.0,5.0,camborne
2001.0,6.0,camborne
2001.0,7.0,camborne
2001.0,8.0,camborne
2001.0,9.0,camborne
2001.0,10.0,camborne
2001.0,11.0,camborne
2001.0,12.0,camborne
2002.0,1.0,camborne
2002.0,2.0,camborne
2002.0,3.0,camborne
2002.0,4.0,camborne
2002.0,5.0,camborne
2002.0,6.0,camborne
2002.0,7.0,camborne
2002.0,8.0,camborne
2002.0,9.0,camborne
2002.0,10.0,camborne
2002.0,11.0,camborne
2002.0,12.0,camborne
2003.0,1.0,camborne
2003.0,2.0,camborne
2003.0,3.0,camborne
2003.0,4.0,camborne
2003.0,5.0,camborne
2003.0,6.0,camborne
2003.0,7.0,camborne
2003.0,8.0,camborne
2003.0,9.0,camborne
2003.0,10.0,camborne
2003.0,11.0,camborne
2003.0,12.0,camborne
2004.0,1.0,camborne
2004.0,2.0,camborne
2004.0,3.0,camborne
2004.0,4.0,camborne
2004.0,5.0,camborne
2004.0,6.0,camborne
2004.0,7.0,camborne
2004.0,8.0,camborne
2004.0,9.0,camborne
2004.0,10.0,camborne
2004.0,11.0,camborne
2004.0,12.0,camborne
2005.0,1.0,camborne
2005.0,2.0,camborne
2005.0,3.0,camborne
2005.0,4.0,camborne
2005.0,5.0,camborne
2005.0,6.0,camborne
2005.0,7.0,camborne
2005.0,8.0,camborne
2005.0,9.0,camborne
2005.0,10.0,camborne
2005.0,11.0,camborne
2005.0,12.0,camborne
2006.0,1.0,camborne
2006.0,2.0,camborne
2006.0,3.0,camborne
2006.0,4.0,camborne
2006.0,5.0,camborne
2006.0,6.0,camborne
2006.0,7.0,camborne
2006.0,8.0,camborne
2006.0,9.0,camborne
2006.0,10.0,camborne
2006.0,11.0,camborne
2006.0,12.0,camborne
2007.0,1.0,camborne
2007.0,2.0,camborne
2007.0,3.0,camborne
2007.0,4.0,camborne
2007.0,5.0,camborne
2007.0,6.0,camborne
2007.0,7.0,camborne
2007.0,8.0,camborne
2007.0,9.0,camborne
2007.0,10.0,camborne
2007.0,11.0,camborne
2007.0,12.0,camborne
2008.0,1.0,camborne
2008.0,2.0,camborne
2008.0,3.0,camborne
2008.0,4.0,camborne
2008.0,5.0,camborne
2008.0,6.0,camborne
2008.0,7.0,camborne
2008.0,8.0,camborne
2008.0,9.0,camborne
2008.0,10.0,camborne
2008.0,11.0,camborne
2008.0,12.0,camborne
2009.0,1.0,camborne
2009.0,2.0,camborne
2009.0,3.0,camborne
2009.0,4.0,camborne
2009.0,5.0,camborne
2009.0,6.0,camborne
2009.0,7.0,camborne
2009.0,8.0,camborne
2009.0,9.0,camborne
2009.0,10.0,camborne
2009.0,11.0,camborne
2009.0,12.0,camborne
2010.0,1.0,camborne
2010.0,2.0,camborne
2010.0,3.0,camborne
2010.0,4.0,camborne
2010.0,5.0,camborne
2010.0,6.0,camborne
2010.0,7.0,camborne
2010.0,8.0,camborne
2010.0,9.0,camborne
2010.0,10.0,camborne
2010.0,11.0,camborne
2010.0,12.0,camborne
2011.0,1.0,camborne
2011.0,2.0,camborne
2011.0,3.0,camborne
2011.0,4.0,camborne
2011.0,5.0,camborne
2011.0,6.0,camborne
2011.0,7.0,camborne
2011.0,8.0,camborne
2011.0,9.0,camborne
2011.0,10.0,camborne
2011.0,11.0,camborne
2011.0,12.0,camborne
2012.0,1.0,camborne
2012.0,2.0,camborne
2012.0,3.0,camborne
2012.0,4.0,camborne
2012.0,5.0,camborne
2012.0,6.0,camborne
2012.0,7.0,camborne
2012.0,8.0,camborne
2012.0,9.0,camborne
2012.0,10.0,camborne
2012.0,11.0,camborne
2012.0,12.0,camborne
2013.0,1.0,camborne
2013.0,2.0,camborne
2013.0,3.0,camborne
2013.0,4.0,camborne
2013.0,5.0,camborne
2013.0,6.0,camborne
2013.0,7.0,camborne
2013.0,8.0,camborne
2013.0,9.0,camborne
2013.0,10.0,camborne
2013.0,11.0,camborne
2013.0,12.0,camborne
2014.0,1.0,camborne
2014.0,2.0,camborne
2014.0,3.0,camborne
2014.0,4.0,camborne
2014.0,5.0,camborne
2014.0,6.0,camborne
2014.0,7.0,camborne
2014.0,8.0,camborne
2014.0,9.0,camborne
2014.0,10.0,camborne
2014.0,11.0,camborne
2014.0,12.0,camborne
2015.0,1.0,camborne
2015.0,2.0,camborne
2015.0,3.0,camborne
2015.0,4.0,camborne
2015.0,5.0,camborne
2015.0,6.0,camborne
2015.0,7.0,camborne
2015.0,8.0,camborne
2015.0,9.0,camborne
2015.0,10.0,camborne
2015.0,11.0,camborne
2015.0,12.0,camborne
2016.0,1.0,camborne
2016.0,2.0,camborne
2016.0,3.0,camborne
2016.0,4.0,camborne
2016.0,5.0,camborne
2016.0,6.0,camborne
2016.0,7.0,camborne
2016.0,8.0,camborne
2016.0,9.0,camborne
2016.0,10.0,camborne
2016.0,11.0,camborne
2016.0,12.0,camborne
2017.0,1.0,camborne
2017.0,2.0,camborne
2017.0,3.0,camborne
2017.0,4.0,camborne
2017.0,5.0,camborne
2017.0,6.0,camborne
2017.0,7.0,camborne
2017.0,8.0,camborne
2017.0,9.0,camborne
2017.0,10.0,camborne
2017.0,11.0,camborne
2017.0,12.0,camborne
2018.0,1.0,camborne
2018.0,2.0,camborne
2018.0,3.0,camborne
2018.0,4.0,camborne
2018.0,5.0,camborne
2018.0,6.0,camborne
2018.0,7.0,camborne
2018.0,8.0,camborne
2018.0,9.0,camborne
2018.0,10.0,camborne
2018.0,11.0,camborne
2018.0,12.0,camborne
2019.0,1.0,camborne
2019.0,2.0,camborne
2019.0,3.0,camborne
2019.0,4.0,camborne
2019.0,5.0,camborne
2019.0,6.0,camborne
2019.0,7.0,camborne
2019.0,8.0,camborne
2019.0,9.0,camborne
2019.0,10.0,camborne
2019.0,11.0,camborne
2019.0,12.0,camborne
2020.0,1.0,camborne
2020.0,2.0,camborne
2020.0,3.0,camborne
2020.0,4.0,camborne
2020.0,5.0,camborne
2020.0,6.0,camborne
1959.0,1.0,cambridge
1959.0,2.0,cambridge
1959.0,3.0,cambridge
1959.0,4.0,cambridge
1959.0,5.0,cambridge
1959.0,6.0,cambridge
1959.0,7.0,cambridge
1959.0,8.0,cambridge
1959.0,9.0,cambridge
1959.0,10.0,cambridge
1959.0,11.0,cambridge
1959.0,12.0,cambridge
1960.0,1.0,cambridge
1960.0,2.0,cambridge
1960.0,3.0,cambridge
1960.0,4.0,cambridge
1960.0,5.0,cambridge
1960.0,6.0,cambridge
1960.0,7.0,cambridge
1960.0,8.0,cambridge
1960.0,9.0,cambridge
1960.0,10.0,cambridge
1960.0,11.0,cambridge
1960.0,12.0,cambridge
1961.0,1.0,cambridge
1961.0,2.0,cambridge
1961.0,3.0,cambridge
1961.0,4.0,cambridge
1961.0,5.0,cambridge
1961.0,6.0,cambridge
1961.0,7.0,cambridge
1961.0,8.0,cambridge
1961.0,9.0,cambridge
1961.0,10.0,cambridge
1961.0,11.0,cambridge
1961.0,12.0,cambridge
1962.0,1.0,cambridge
1962.0,2.0,cambridge
1962.0,3.0,cambridge
1962.0,4.0,cambridge
1962.0,5.0,cambridge
1962.0,6.0,cambridge
1962.0,7.0,cambridge
1962.0,8.0,cambridge
1962.0,9.0,cambridge
1962.0,10.0,cambridge
1962.0,11.0,cambridge
1962.0,12.0,cambridge
1963.0,1.0,cambridge
1963.0,2.0,cambridge
1963.0,3.0,cambridge
1963.0,4.0,cambridge
1963.0,5.0,cambridge
1963.0,6.0,cambridge
1963.0,7.0,cambridge
1963.0,8.0,cambridge
1963.0,9.0,cambridge
1963.0,10.0,cambridge
1963.0,11.0,cambridge
1963.0,12.0,cambridge
1964.0,1.0,cambridge
1964.0,2.0,cambridge
1964.0,3.0,cambridge
1964.0,4.0,cambridge
1964.0,5.0,cambridge
1964.0,6.0,cambridge
1964.0,7.0,cambridge
1964.0,8.0,cambridge
1964.0,9.0,cambridge
1964.0,10.0,cambridge
1964.0,11.0,cambridge
1964.0,12.0,cambridge
1965.0,1.0,cambridge
1965.0,2.0,cambridge
1965.0,3.0,cambridge
1965.0,4.0,cambridge
1965.0,5.0,cambridge
1965.0,6.0,cambridge
1965.0,7.0,cambridge
1965.0,8.0,cambridge
1965.0,9.0,cambridge
1965.0,10.0,cambridge
1965.0,11.0,cambridge
1965.0,12.0,cambridge
1966.0,1.0,cambridge
1966.0,2.0,cambridge
1966.0,3.0,cambridge
1966.0,4.0,cambridge
1966.0,5.0,cambridge
1966.0,6.0,cambridge
1966.0,7.0,cambridge
1966.0,8.0,cambridge
1966.0,9.0,cambridge
1966.0,10.0,cambridge
1966.0,11.0,cambridge
1966.0,12.0,cambridge
1967.0,1.0,cambridge
1967.0,2.0,cambridge
1967.0,3.0,cambridge
1967.0,4.0,cambridge
1967.0,5.0,cambridge
1967.0,6.0,cambridge
1967.0,7.0,cambridge
1967.0,8.0,cambridge
1967.0,9.0,cambridge
1967.0,10.0,cambridge
1967.0,11.0,cambridge
1967.0,12.0,cambridge
1968.0,1.0,cambridge
1968.0,2.0,cambridge
1968.0,3.0,cambridge
1968.0,4.0,cambridge
1968.0,5.0,cambridge
1968.0,6.0,cambridge
1968.0,7.0,cambridge
1968.0,8.0,cambridge
1968.0,9.0,cambridge
1968.0,10.0,cambridge
1968.0,11.0,cambridge
1968.0,12.0,cambridge
1969.0,1.0,cambridge
1969.0,2.0,cambridge
1969.0,3.0,cambridge
1969.0,4.0,cambridge
1969.0,5.0,cambridge
1969.0,6.0,cambridge
1969.0,7.0,cambridge
1969.0,8.0,cambridge
1969.0,9.0,cambridge
1969.0,10.0,cambridge
1969.0,11.0,cambridge
1969.0,12.0,cambridge
1970.0,1.0,cambridge
1970.0,2.0,cambridge
1970.0,3.0,cambridge
1970.0,4.0,cambridge
1970.0,5.0,cambridge
1970.0,6.0,cambridge
1970.0,7.0,cambridge
1970.0,8.0,cambridge
1970.0,9.0,cambridge
1970.0,10.0,cambridge
1970.0,11.0,cambridge
1970.0,12.0,cambridge
1971.0,1.0,cambridge
1971.0,2.0,cambridge
1971.0,3.0,cambridge
1971.0,4.0,cambridge
1971.0,5.0,cambridge
1971.0,6.0,cambridge
1971.0,7.0,cambridge
1971.0,8.0,cambridge
1971.0,9.0,cambridge
1971.0,10.0,cambridge
1971.0,11.0,cambridge
1971.0,12.0,cambridge
1972.0,1.0,cambridge
1972.0,2.0,cambridge
1972.0,3.0,cambridge
1972.0,4.0,cambridge
1972.0,5.0,cambridge
1972.0,6.0,cambridge
1972.0,7.0,cambridge
1972.0,8.0,cambridge
1972.0,9.0,cambridge
1972.0,10.0,cambridge
1972.0,11.0,cambridge
1972.0,12.0,cambridge
1973.0,1.0,cambridge
1973.0,2.0,cambridge
1973.0,3.0,cambridge
1973.0,4.0,cambridge
1973.0,5.0,cambridge
1973.0,6.0,cambridge
1973.0,7.0,cambridge
1973.0,8.0,cambridge
1973.0,9.0,cambridge
1973.0,10.0,cambridge
1973.0,11.0,cambridge
1973.0,12.0,cambridge
1974.0,1.0,cambridge
1974.0,2.0,cambridge
1974.0,3.0,cambridge
1974.0,4.0,cambridge
1974.0,5.0,cambridge
1974.0,6.0,cambridge
1974.0,7.0,cambridge
1974.0,8.0,cambridge
1974.0,9.0,cambridge
1974.0,10.0,cambridge
1974.0,11.0,cambridge
1974.0,12.0,cambridge
1975.0,1.0,cambridge
1975.0,2.0,cambridge
1975.0,3.0,cambridge
