rain
20.1
36.3
37.1
46.2
63.5
11.9
8.1
24.4
85.6
217.2
95.8
35.6
20.1
127.0
39.4
62.0
32.2
43.4
110.7
102.9
87.4
13.5
151.6
40.4
102.4
153.7
109.1
69.7
29.3
53.8
125.9
86.1
28.3
234.7
70.2
59.8
17.2
65.5
51.0
77.1
30.5
7.9
103.2
99.8
127.7
94.3
61.0
23.6
36.2
13.8
45.9
67.5
68.8
111.3
47.4
87.8
143.8
34.0
20.3
36.9
81.0
83.6
6.1
53.1
90.0
66.2
96.1
77.8
81.4
139.3
74.4
91.0
52.2
29.9
9.4
108.1
69.3
33.8
24.4
42.8
118.6
70.5
107.0
122.7
2.6
17.4
51.6
7.3
52.0
57.5
88.9
111.3
21.0
140.5
74.6
104.0
52.5
2.3
39.8
42.9
109.2
88.5
67.3
61.0
67.0
53.3
117.9
72.2
38.7
15.0
54.8
87.4
45.3
111.0
123.7
81.3
115.7
85.9
4.4
84.9
69.1
17.2
24.7
42.0
39.6
2.0
78.5
97.0
164.2
102.5
75.6
53.9
31.6
36.7
62.0
113.3
152.4
123.3
135.4
99.8
126.4
61.4
3.1
105.1
33.5
18.6
29.7
23.5
92.8
97.7
62.1
86.1
131.6
13.7
33.2
38.2
62.8
9.0
40.7
82.2
106.7
77.3
70.7
14.8
34.0
114.4
42.3
62.6
31.0
87.3
66.6
43.9
151.5
35.8
10.9
28.4
111.8
66.8
61.1
19.4
22.3
18.6
62.8
87.2
95.3
3.7
92.1
29.1
47.9
53.9
80.9
63.5
106.7
14.5
106.5
131.6
52.7
142.0
26.1
97.0
60.4
69.2
56.0
75.4
49.7
150.1
49.7
67.1
102.5
90.7
58.1
46.3
108.8
36.2
26.5
65.0
105.7
179.6
54.0
75.4
67.8
55.2
24.0
63.2
66.9
108.3
58.5
42.0
175.9
107.3
45.1
85.4
130.3
44.9
75.9
22.0
82.9
29.3
49.4
67.9
35.5
2.8
130.1
94.6
115.4
63.3
49.5
42.1
30.5
36.2
56.0
61.3
68.7
13.2
221.4
26.6
110.6
26.8
72.3
52.1
30.5
129.8
40.2
54.9
8.9
61.9
55.0
29.4
85.7
88.0
62.6
64.4
71.1
43.3
41.9
36.1
26.8
38.4
77.5
125.7
36.9
23.1
19.1
50.4
72.1
34.3
30.3
43.8
36.8
64.5
141.2
118.5
26.1
16.0
42.0
93.6
48.0
80.2
160.5
50.4
166.3
44.5
129.5
25.3
98.2
31.7
41.3
17.0
24.9
36.4
163.6
31.1
58.8
33.2
12.2
31.1
16.5
9.9
32.1
10.5
16.9
29.4
138.0
132.5
154.6
94.9
76.1
74.0
25.0
62.8
55.7
10.6
102.5
19.6
50.6
85.7
113.1
90.3
75.7
67.4
65.4
43.1
29.5
81.4
50.7
24.2
6.4
21.3
198.6
90.6
61.7
92.7
50.3
117.8
44.1
29.7
79.7
16.3
60.2
48.0
111.4
45.0
61.8
87.6
16.7
20.7
136.7
48.7
57.8
49.9
86.6
47.7
46.4
28.9
36.4
140.7
86.5
31.7
52.1
10.7
165.6
80.6
37.7
92.3
39.8
46.6
82.4
16.6
64.6
79.6
30.3
56.4
56.8
167.6
123.3
97.4
76.3
33.8
34.1
66.0
46.3
9.1
39.9
81.7
55.1
40.6
94.4
125.5
32.3
80.0
2.0
92.8
19.8
29.5
22.7
62.5
95.7
132.4
109.0
70.7
35.8
56.6
41.7
35.3
59.0
57.0
91.9
23.3
18.3
51.6
108.4
116.3
7.6
57.9
53.2
67.7
22.3
53.0
103.9
31.3
74.4
116.7
112.0
9.7
55.4
96.8
73.5
29.9
65.9
47.2
16.7
38.4
192.8
79.4
43.5
148.8
49.5
69.7
43.0
24.4
25.6
60.3
60.9
18.1
18.9
25.3
80.3
80.0
73.7
4.1
36.5
16.3
27.5
26.9
93.6
52.1
159.0
120.5
168.4
4.3
36.1
19.0
53.6
8.9
19.5
38.5
91.9
42.6
57.9
104.2
29.5
79.4
40.1
11.1
111.0
70.0
11.7
43.8
77.0
55.8
28.0
20.7
37.8
90.9
16.2
48.7
47.6
94.6
50.3
